"REF_DATE","GEO","DGUID","Gender","Type of corporation","Country of control","Industry","Size of enterprise","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Other industry","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044238","1.1.4.2.9.6.2","15.2","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Unclassified industry","Total, all sizes","Number","Number","223","units","0","v1138039289","1.1.4.2.10.1.1","207","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Unclassified industry","Total, all sizes","Percentage","Percent","239","units","0","v1138041989","1.1.4.2.10.1.2","24.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Unclassified industry","First quartile","Number","Number","223","units","0","v1138039739","1.1.4.2.10.2.1","46","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Unclassified industry","First quartile","Percentage","Percent","239","units","0","v1138042439","1.1.4.2.10.2.2","20.9","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Unclassified industry","Second quartile","Number","Number","223","units","0","v1138040189","1.1.4.2.10.3.1","17","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Unclassified industry","Second quartile","Percentage","Percent","239","units","0","v1138042889","1.1.4.2.10.3.2","14.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Unclassified industry","Third quartile","Number","Number","223","units","0","v1138040639","1.1.4.2.10.4.1","29","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Unclassified industry","Third quartile","Percentage","Percent","239","units","0","v1138043339","1.1.4.2.10.4.2","21.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Unclassified industry","Fourth quartile","Number","Number","223","units","0","v1138041089","1.1.4.2.10.5.1","43","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Unclassified industry","Fourth quartile","Percentage","Percent","239","units","0","v1138043789","1.1.4.2.10.5.2","21.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Unclassified industry","Unclassified size of enterprise","Number","Number","223","units","0","v1138041539","1.1.4.2.10.6.1","72","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Unclassified industry","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044239","1.1.4.2.10.6.2","43.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Total, all industries","Total, all sizes","Number","Number","223","units","0","v1138039290","1.1.4.3.1.1.1","144","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Total, all industries","Total, all sizes","Percentage","Percent","239","units","0","v1138041990","1.1.4.3.1.1.2","15.5","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Total, all industries","First quartile","Number","Number","223","units","0","v1138039740","1.1.4.3.1.2.1","42","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Total, all industries","First quartile","Percentage","Percent","239","units","0","v1138042440","1.1.4.3.1.2.2","17.2","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Total, all industries","Second quartile","Number","Number","223","units","0","v1138040190","1.1.4.3.1.3.1","38","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Total, all industries","Second quartile","Percentage","Percent","239","units","0","v1138042890","1.1.4.3.1.3.2","14.8","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Total, all industries","Third quartile","Number","Number","223","units","0","v1138040640","1.1.4.3.1.4.1","33","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Total, all industries","Third quartile","Percentage","Percent","239","units","0","v1138043340","1.1.4.3.1.4.2","13.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Total, all industries","Fourth quartile","Number","Number","223","units","0","v1138041090","1.1.4.3.1.5.1","26","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Total, all industries","Fourth quartile","Percentage","Percent","239","units","0","v1138043790","1.1.4.3.1.5.2","18.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Total, all industries","Unclassified size of enterprise","Number","Number","223","units","0","v1138041540","1.1.4.3.1.6.1","5","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Total, all industries","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044240","1.1.4.3.1.6.2","11.9","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Finance","Total, all sizes","Number","Number","223","units","0","v1138039291","1.1.4.3.2.1.1","15","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Finance","Total, all sizes","Percentage","Percent","239","units","0","v1138041991","1.1.4.3.2.1.2","21.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Finance","First quartile","Number","Number","223","units","0","v1138039741","1.1.4.3.2.2.1","3","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Finance","First quartile","Percentage","Percent","239","units","0","v1138042441","1.1.4.3.2.2.2","33.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Finance","Second quartile","Number","Number","223","units","0","v1138040191","1.1.4.3.2.3.1","1","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Finance","Second quartile","Percentage","Percent","239","units","0","v1138042891","1.1.4.3.2.3.2","11.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Finance","Third quartile","Number","Number","223","units","0","v1138040641","1.1.4.3.2.4.1","4","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Finance","Third quartile","Percentage","Percent","239","units","0","v1138043341","1.1.4.3.2.4.2","23.5","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Finance","Fourth quartile","Number","Number","223","units","0","v1138041091","1.1.4.3.2.5.1","7","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Finance","Fourth quartile","Percentage","Percent","239","units","0","v1138043791","1.1.4.3.2.5.2","23.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Utilities","Total, all sizes","Number","Number","223","units","0","v1138039292","1.1.4.3.3.1.1","2","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Utilities","Total, all sizes","Percentage","Percent","239","units","0","v1138041992","1.1.4.3.3.1.2","28.6","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Utilities","Fourth quartile","Number","Number","223","units","0","v1138041092","1.1.4.3.3.5.1","2","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Utilities","Fourth quartile","Percentage","Percent","239","units","0","v1138043792","1.1.4.3.3.5.2","100.0","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Management of companies and enterprises","Total, all sizes","Number","Number","223","units","0","v1138039293","1.1.4.3.4.1.1","9","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Management of companies and enterprises","Total, all sizes","Percentage","Percent","239","units","0","v1138041993","1.1.4.3.4.1.2","21.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Management of companies and enterprises","First quartile","Number","Number","223","units","0","v1138039743","1.1.4.3.4.2.1","1","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Management of companies and enterprises","First quartile","Percentage","Percent","239","units","0","v1138042443","1.1.4.3.4.2.2","20.0","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Management of companies and enterprises","Second quartile","Number","Number","223","units","0","v1138040193","1.1.4.3.4.3.1","1","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Management of companies and enterprises","Second quartile","Percentage","Percent","239","units","0","v1138042893","1.1.4.3.4.3.2","14.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Management of companies and enterprises","Third quartile","Number","Number","223","units","0","v1138040643","1.1.4.3.4.4.1","4","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Management of companies and enterprises","Third quartile","Percentage","Percent","239","units","0","v1138043343","1.1.4.3.4.4.2","21.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Management of companies and enterprises","Fourth quartile","Number","Number","223","units","0","v1138041093","1.1.4.3.4.5.1","2","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Management of companies and enterprises","Fourth quartile","Percentage","Percent","239","units","0","v1138043793","1.1.4.3.4.5.2","28.6","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Management of companies and enterprises","Unclassified size of enterprise","Number","Number","223","units","0","v1138041543","1.1.4.3.4.6.1","1","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Management of companies and enterprises","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044243","1.1.4.3.4.6.2","25.0","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Distributive trade","Total, all sizes","Number","Number","223","units","0","v1138039294","1.1.4.3.5.1.1","31","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Distributive trade","Total, all sizes","Percentage","Percent","239","units","0","v1138041994","1.1.4.3.5.1.2","18.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Distributive trade","First quartile","Number","Number","223","units","0","v1138039744","1.1.4.3.5.2.1","11","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Distributive trade","First quartile","Percentage","Percent","239","units","0","v1138042444","1.1.4.3.5.2.2","24.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Distributive trade","Second quartile","Number","Number","223","units","0","v1138040194","1.1.4.3.5.3.1","7","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","France","Distributive trade","Second quartile","Percentage","Percent","239","units","0","v1138042894","1.1.4.3.5.3.2","15.6","","","","1"
